genome,Sample,Sample feature,FACS mode,Estimated cell diameter (μm),WGA-X Cp (h),Raw read count,Assembly size (Mbp),Final contigs count,Max contig length,GC content (%),Genome completeness (%),Estimated genome size (Mbp)
AG-893-G17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,1.883333333,307123,58738,4,32747,28,11,
AG-893-G18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.983333333,3399795,217756,17,56618,31,7,
AG-893-G20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.733333333,2782579,1377489,65,211928,29,80,1.72
AG-893-G21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,1.583333333,3552231,2107874,61,318678,32,82,2.57
AG-893-G22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,2.466666667,286001,152783,28,12364,32,11,
AG-893-G23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.41,2.366666667,408084,49605,9,12772,33,0,
AG-893-I02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2,3033811,428321,38,37829,35,27,
AG-893-I03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.683333333,2999976,1479426,21,507675,29,89,1.66
AG-893-I04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.9,2914880,605237,21,109616,29,42,
AG-893-I05,SWC-09,BATS Mixed Layer ~20% narB,RSG,2.05,3.033333333,326276,91605,23,10207,37,3,
AG-893-I07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.666666667,3696006,1423990,27,321249,32,75,1.9
AG-893-I08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,2.2,3002026,538087,43,46071,43,16,
AG-893-I09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.82,3.25,272956,45253,9,8756,53,0,
AG-893-I10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.816666667,3051569,991054,26,241175,34,56,1.77
AG-893-I11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,2.466666667,227274,240952,32,25753,30,21,
AG-893-I14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.61,2,3140445,742209,68,35242,32,52,1.43
AG-893-I15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,2.266666667,3095201,86972,5,38466,34,7,
AG-893-I16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.666666667,3008039,880749,13,400864,34,68,1.3
AG-893-I18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.6,321660,673293,48,69490,31,49,
AG-893-I19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,3.05,290337,32947,8,6774,29,0,
AG-893-I20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.65,2919445,1069573,27,388923,30,79,1.35
AG-893-I22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.94,1.883333333,2978844,665116,36,75096,30,42,
AG-893-I23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2,322244,71885,8,18718,30,0,
AG-893-J04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.033333333,2841846,125791,5,86525,30,4,
AG-893-J07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.37,1.983333333,3090767,1592495,118,78305,54,46,
AG-893-J08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,1.916666667,2795812,1337460,17,333424,29,96,1.39
AG-893-J11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,1.833333333,3141151,1147992,38,171499,30,66,1.74
AG-893-J13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.52,1.933333333,3031941,1722829,98,100699,43,59,2.92
AG-893-J15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.69,1.833333333,2837141,1237064,42,218457,31,81,1.53
AG-893-J16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.8,3085464,1081102,59,80328,31,68,1.59
AG-893-J17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,1.5,3008704,2613383,35,401226,46,97,2.69
AG-893-J18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.683333333,3384931,1114155,17,359711,35,60,1.86
AG-893-J19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.76,1.75,2922421,1207298,51,135630,31,72,1.68
AG-893-J20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.783333333,2967319,1082691,50,87093,29,77,1.41
AG-893-J21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.666666667,2911218,710571,47,122259,30,75,0.95
AG-893-J22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.75,585193,73279,1,73279,44,0,
AG-893-J23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.5,1.633333333,3274257,1518173,37,261548,32,94,1.62
AG-893-K02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.983333333,2775045,952201,58,74051,29,52,1.83
AG-893-K03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.9,2650250,663406,37,100203,32,37,
AG-893-K04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.85,2938850,819565,29,228659,32,69,1.19
AG-893-K05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.69,1.816666667,3275826,1516617,18,368458,32,97,1.56
AG-893-K07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.7,3067445,2111018,39,371930,37,94,2.25
AG-893-K09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.766666667,2864559,1153653,9,317696,29,98,1.18
AG-893-K11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.716666667,3128253,1340558,9,449230,30,92,1.46
AG-893-K13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,2.5,256152,84763,10,17269,43,0,
AG-893-K14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.916666667,240853,74373,16,11553,30,0,
AG-893-K15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,3.016666667,259140,66744,9,12591,35,8,
AG-893-K16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.7,2831676,1186502,21,296558,29,72,1.65
AG-893-K18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.083333333,2900189,354458,40,32543,54,10,
AG-893-K21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.3,3206465,184429,32,13459,29,4,
AG-893-K23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.56,1.7,3649666,1261235,56,117196,32,84,1.5
AG-893-L02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,2.666666667,353570,82714,17,8214,30,4,
AG-893-L03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.59,1.866666667,2989031,1179312,49,132298,32,79,1.49
AG-893-L04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.3,2957399,1121638,33,204091,33,80,1.4
AG-893-L06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.933333333,3197458,1016908,19,329199,29,85,1.2
AG-893-L07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.783333333,2741884,1318445,17,409650,30,92,1.43
AG-893-L08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.7,2821372,1187252,9,436773,34,65,1.83
AG-893-L09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.1,2892808,651049,62,57041,30,58,1.12
AG-893-L10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,1.833333333,3059806,1958445,76,160224,31,77,2.54
AG-893-L13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.85,3153155,1084004,26,327652,29,93,1.17
AG-893-L14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.416666667,516136,134271,26,12898,42,0,
AG-893-L15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.41,1.883333333,2756087,1063848,41,221459,31,70,1.52
AG-893-L17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.44,3.933333333,301388,54491,12,9827,28,0,
AG-893-L18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.56,1.866666667,3153110,352015,21,56197,31,8,
AG-893-L19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.66,2.483333333,489412,94390,8,54718,32,9,
AG-893-L23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.35,530344,79637,13,17617,32,4,
AG-893-M02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.47,1.816666667,3163171,1188320,47,184229,31,77,1.54
AG-893-M03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.75,3196626,1302271,17,321709,33,88,1.48
AG-893-M04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.45,2.033333333,2839865,672827,34,103606,32,41,
AG-893-M05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.783333333,3517711,1575358,36,177048,42,80,1.97
AG-893-M06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.133333333,3395177,998174,39,110112,32,56,1.78
AG-893-M10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.83,1.983333333,3027416,177440,9,108096,31,5,
AG-893-M13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,2.35,3497375,556219,60,35028,30,40,
AG-893-M15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.69,2.333333333,252038,51481,5,23417,32,0,
AG-893-M16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.033333333,3241919,959704,30,153153,29,79,1.21
AG-893-M17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.733333333,3257448,1281579,21,407411,31,91,1.41
AG-893-M18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,2.083333333,3393613,1757573,87,117272,47,67,2.62
AG-893-M19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.51,2.133333333,3343625,202214,24,31417,29,5,
AG-893-M20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.65,3312818,1468045,47,236639,29,86,1.71
AG-893-M21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.783333333,3523561,891582,36,118079,29,68,1.31
AG-893-M22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.583333333,3018338,1328457,21,435078,29,89,1.49
AG-893-N02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.416666667,379792,239015,26,22368,31,14,
AG-893-N04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,2.616666667,332004,41263,5,12946,33,3,
AG-893-N05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.616666667,452620,337070,50,18641,36,29,
AG-893-N07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.85,2757752,1257574,31,271705,29,86,1.46
AG-893-N09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.066666667,2901086,893819,47,81946,29,73,1.22
AG-893-N10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.983333333,2987611,1493050,99,73478,31,63,2.37
AG-893-N14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.9,3109065,832639,57,90063,30,68,1.22
AG-893-N16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2.166666667,2988410,592304,46,44630,30,27,
AG-893-N17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.883333333,3238044,1161472,54,157831,36,55,2.11
AG-893-N18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.683333333,3178634,1086881,17,288617,35,76,1.43
AG-893-N20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.633333333,3366903,888046,21,181189,34,68,1.31
AG-893-N22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.616666667,3106522,1075088,25,353613,30,85,1.26
AG-893-O02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.833333333,3182420,1023518,30,127643,32,54,1.9
AG-893-O03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,1.9,3125985,1033285,26,157634,34,57,1.81
AG-893-O04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,3.2,282217,56705,7,12573,32,8,
AG-893-O06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.833333333,2958723,1396815,55,181742,29,87,1.61
AG-893-O07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.55,2,3274060,1040588,61,82423,31,60,1.73
AG-893-O08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.15,2992508,553121,50,55039,30,48,
AG-893-O09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,1.966666667,3206203,1114573,42,238982,29,55,2.03
AG-893-O10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.866666667,3255756,1308345,41,208022,35,59,2.22
AG-893-O11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.95,3173906,1200891,54,218433,29,73,1.65
AG-893-O15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.74,1.966666667,3266248,1183854,134,36735,43,13,
AG-893-O16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.616666667,3278662,1174661,26,293767,29,86,1.37
AG-893-O18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.53,2.083333333,2912342,482542,37,42450,32,38,
AG-893-O19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2.2,3560996,277301,43,13310,29,12,
AG-893-O20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.7,3689091,1481387,72,90358,31,41,
AG-893-O21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.666666667,393229,21036,5,5756,31,0,
AG-893-O23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.5,1.85,3532583,800370,63,39221,32,54,1.48
AG-893-P02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.233333333,2860531,1082525,24,208981,29,91,1.19
AG-893-P03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,3.55,279332,32950,5,11545,35,5,
AG-893-P05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.716666667,2850562,2083332,48,265499,31,88,2.37
AG-893-P06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,3.033333333,260778,126015,18,19295,29,7,
AG-893-P07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,2.283333333,2801268,933139,43,104863,29,70,1.33
AG-893-P08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.283333333,2824358,1035623,50,114246,30,68,1.52
AG-893-P10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.85,2850383,1031115,32,179754,29,89,1.16
AG-893-P11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.95,2976385,888279,43,120686,31,70,1.27
AG-893-P13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.43,1.85,2882352,977896,51,144587,31,43,
AG-893-P15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.266666667,2964557,305706,41,22723,34,24,
AG-893-P16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.183333333,3117456,107547,3,56463,28,4,
AG-893-P17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.75,3130688,1056403,41,157750,31,61,1.73
AG-893-P18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.58,1.833333333,3607212,692293,41,71624,42,39,
AG-893-P19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,1.816666667,3009267,995708,36,131363,33,51,1.95
AG-893-P20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.62,2.783333333,179287,523241,63,36192,70,13,
AG-893-P21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.033333333,3349918,391007,19,83563,33,17,
AG-893-P23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,2.083333333,450036,112648,20,13479,32,2,
AG-894-A02,SWC-09,BATS Mixed Layer ~20% narB,RSG,1.09,2.316666667,263500,162110,18,39540,57,0,
AG-894-A03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,1.716666667,3172527,1245765,42,246315,29,77,1.62
AG-894-A05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.54,3.15,332598,66484,7,18333,36,0,
AG-894-A06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.7,3845299,1222541,23,217999,30,81,1.51
AG-894-A08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,2.566666667,291903,277390,22,36417,32,4,
AG-894-A09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.033333333,3780455,962553,16,212939,29,79,1.22
AG-894-A10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.833333333,3456242,998154,41,117368,30,64,1.56
AG-894-A11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.816666667,4177143,1283612,30,202774,33,90,1.43
AG-894-A13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,2.7,326854,70241,13,9918,36,0,
AG-894-A16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.52,1.733333333,3757596,2040735,62,362168,31,85,2.4
AG-894-A17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.51,2.316666667,218887,47995,2,29065,29,0,
AG-894-A18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.833333333,3459068,1282782,54,156425,30,78,1.64
AG-894-A20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.616666667,274654,161909,32,12501,31,15,
AG-894-A21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,2.533333333,279944,87195,17,19216,32,0,
AG-894-A23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,3.2,288182,54307,16,6794,34,4,
AG-894-B02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.52,2.25,305767,164999,14,37594,30,0,
AG-894-B03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.816666667,3340592,1029266,87,85580,29,61,1.69
AG-894-B05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.816666667,3516094,680071,13,127795,30,61,1.11
AG-894-B06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.8,3010682,1226025,35,234396,29,95,1.29
AG-894-B07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.833333333,3598443,1144149,30,266173,29,95,1.2
AG-894-B09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.833333333,3397822,1167838,23,209293,32,62,1.88
AG-894-B10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.46,1.9,3937967,1565691,105,89593,56,51,3.07
AG-894-B13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.8,3576633,1003163,29,216401,29,82,1.22
AG-894-B15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.316666667,220152,196132,20,29662,55,5,
AG-894-B17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.45,1.7,3923630,1818994,56,182164,37,69,2.64
AG-894-B19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.133333333,3420575,502546,61,21191,29,40,
AG-894-B20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.733333333,3660094,968482,25,276791,34,55,1.76
AG-894-B21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.58,1.65,3635247,1386594,43,135680,31,86,1.61
AG-894-B22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.65,3645291,1220560,85,60184,31,42,
AG-894-B23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.65,3905789,920033,27,216033,33,63,1.46
AG-894-C02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,2.066666667,3253870,582752,43,91151,29,25,
AG-894-C03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.733333333,3653452,1420881,27,193791,31,75,1.89
AG-894-C04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2.7,367603,28663,3,22136,37,0,
AG-894-C05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.383333333,312156,138987,20,18089,34,6,
AG-894-C06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.3,341080,210340,24,19301,35,11,
AG-894-C07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.75,3278273,1244656,35,158334,27,63,1.98
AG-894-C08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,1.8,3677516,1682656,112,125216,55,33,
AG-894-C09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.64,2.933333333,285319,108345,23,9664,31,13,
AG-894-C10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,1.833333333,3370707,1214237,31,208738,31,85,1.43
AG-894-C11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.45,1.916666667,3455021,1288578,33,283717,32,83,1.55
AG-894-C14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.75,3798443,1215180,14,360229,30,99,1.23
AG-894-C15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.53,2.45,214016,160716,22,21164,30,8,
AG-894-C17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.7,2.1,334860,25090,5,10016,33,0,
AG-894-C19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.983333333,3828792,716018,74,36909,29,29,
AG-894-C20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,1.833333333,3823296,916332,52,104252,30,65,1.41
AG-894-C21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.8,3698646,1005172,37,143028,29,70,1.44
AG-894-C22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,2.416666667,271588,105588,22,11574,31,4,
AG-894-C23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,2.4,263563,137781,22,17892,30,0,
AG-894-D02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,1.966666667,3430338,955575,10,388248,35,74,1.29
AG-894-D03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2.2,3438862,1162201,58,210436,29,69,1.68
AG-894-D05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.8,1.716666667,3400325,1271942,49,165491,31,81,1.57
AG-894-D07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.9,3481004,766911,39,128306,31,46,
AG-894-D08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.833333333,3528243,1065643,24,242155,34,58,1.84
AG-894-D09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,2.1,427788,61804,3,39219,33,9,
AG-894-D13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.35,2.35,400601,332471,37,30820,46,9,
AG-894-D14,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,2.216666667,3392656,636843,81,40652,29,36,
AG-894-D15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.25,2,3557607,870830,81,46490,40,38,
AG-894-D19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.36,1.833333333,3338872,1265355,52,195074,29,70,1.81
AG-894-D20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.35,1.733333333,3689759,425064,23,71341,34,33,
AG-894-D21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,1.583333333,3873637,1068268,21,192317,34,62,1.72
AG-894-D22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,1.716666667,3559793,1082041,53,161323,30,83,1.3
AG-894-E03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.216666667,3884763,235172,34,31539,33,7,
AG-894-E05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.42,1.75,3754369,1940085,70,189055,46,75,2.59
AG-894-E07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.23,2.3,219572,262380,29,22412,30,19,
AG-894-E08,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.53,2.516666667,305343,193668,33,14861,30,9,
AG-894-E10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,1.85,3474066,1203965,23,368650,29,90,1.34
AG-894-E11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.38,2.1,3135514,876027,74,60160,29,49,
AG-894-E16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.2,2.733333333,337271,117927,21,15037,31,12,
AG-894-E17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.39,1.85,3731550,1014516,75,68779,31,62,1.64
AG-894-E21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.21,2.216666667,3336713,275004,44,18956,29,9,
AG-894-E23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,1.933333333,3764579,485301,65,28536,32,31,
AG-894-F02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.19,2.316666667,353273,385159,26,112475,33,32,
AG-894-F03,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.633333333,3515736,1072177,33,423163,29,82,1.31
AG-894-F05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.49,1.75,3488486,1168654,56,245768,32,69,1.69
AG-894-F06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.48,2.55,319200,406777,41,44447,32,26,
AG-894-F10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.32,2.183333333,3403736,1204293,81,81607,59,42,
AG-894-F13,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.57,1.75,3247673,1100140,43,264087,31,57,1.93
AG-894-F15,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.26,1.633333333,3338390,1234373,42,337376,29,90,1.37
AG-894-F16,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.33,2.45,291304,243675,29,47782,30,4,
AG-894-F17,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.116666667,3513908,869832,35,148667,29,66,1.32
AG-894-F18,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,3.2,380212,78763,19,9863,28,0,
AG-894-F19,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.31,2.05,3710240,839008,65,86444,29,50,1.68
AG-894-F20,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.62,1.883333333,3611921,1085160,63,74330,32,74,1.47
AG-894-F21,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,1.7,3485182,1074504,62,82181,29,68,1.58
AG-894-F22,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.6,3510636,1183074,21,313328,30,77,1.54
AG-894-F23,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.29,1.483333333,4029220,1171552,12,409452,35,74,1.58
AG-894-G02,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.27,1.716666667,3304003,1178110,48,157344,39,59,2
AG-894-G04,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.34,2.65,314455,96211,11,36357,34,0,
AG-894-G05,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.28,2,3755267,1094393,23,198078,34,56,1.95
AG-894-G06,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.22,1.883333333,3342907,839084,43,96513,32,56,1.5
AG-894-G07,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.69,2.066666667,3396261,905517,80,43079,32,36,
AG-894-G09,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.24,2.25,395761,194211,23,23779,33,12,
AG-894-G10,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.4,1.7,3313371,1928571,57,194115,53,74,2.61
AG-894-G11,SWC-09,BATS Mixed Layer ~20% narB,RSG,0.3,1.933333333,3267402,1119268,41,183262,31,75,1.49
