genome	system	instances
AM-689-O10	CapRel	1
AM-689-O10	RM	1
AM-689-O11	RM	1
AM-689-O13	RM	1
AM-689-O14	RM	2
AM-689-O14	Cas	1
AM-689-O15	dXTPase	1
AM-689-O15	RM	5
AM-689-O15	Cas	3
AM-689-O16	PsyrTA	1
AM-689-O17	SoFic	1
AM-689-O17	RM	2
AM-689-O18	dXTPase	1
AM-689-O18	Shedu	1
AM-689-O18	AbiL	1
AM-689-O18	BREX	2
AM-689-O18	RM	3
AM-689-O19	AbiE	3
AM-689-O19	PsyrTA	1
AM-689-O19	SanaTA	2
AM-689-O19	SoFic	2
AM-689-O19	RM	4
AM-689-O21	PsyrTA	1
AM-689-O21	SoFic	1
AM-689-O21	RM	4
AM-689-O21	PrrC	1
AM-689-O22	AbiL	1
AM-689-O22	Hhe	1
AM-689-O22	AbiE	6
AM-689-O22	DarTG	1
AM-689-O22	PD-T7-2	1
AM-689-O22	PfiAT	1
AM-689-O22	RM	9
AM-689-O22	Cas	1
AM-689-P01	AbiE	1
AM-689-P02	Eleos	1
AM-689-P02	RM	2
AM-689-P03	SoFic	1
AM-689-P03	RM	2
AM-689-P05	AbiU	1
AM-689-P05	RM	3
AM-689-P06	ShosTA	1
AM-689-P06	RM	1
AM-689-P07	AbiE	3
AM-689-P07	AbiL	1
AM-689-P07	AbiV	2
AM-689-P07	Dsr	1
AM-689-P07	PfiAT	1
AM-689-P07	RnlAB	1
AM-689-P07	BREX	1
AM-689-P07	SoFic	1
AM-689-P07	RM	7
AM-689-P07	Cas	2
AM-689-P08	AbiE	6
AM-689-P08	Hhe	1
AM-689-P08	DarTG	1
AM-689-P08	PfiAT	1
AM-689-P08	Tiamat	1
AM-689-P08	RM	5
AM-689-P08	Cas	1
AM-689-P09	AbiU	1
AM-689-P14	Wadjet	1
AM-689-P14	PsyrTA	1
AM-689-P14	BREX	1
AM-689-P14	RM	2
AM-689-P15	RloC	1
AM-689-P15	AbiE	2
AM-689-P15	Wadjet	2
AM-689-P15	Azaca	1
AM-689-P15	PD-T7-2	2
AM-689-P15	SoFic	1
AM-689-P15	PfiAT	1
AM-689-P15	RM	13
AM-689-P15	Cas	2
AM-689-P16	dXTPase	2
AM-689-P16	RloC	1
AM-689-P16	RM	4
AM-689-P16	Cas	1
AM-689-P17	RM	1
AM-689-P19	Kiwa	1
AM-689-P19	AbiE	1
AM-689-P19	RM	2
AM-689-P20	AbiD	1
AM-689-P20	RM	1
AM-689-P21	DRT	1
AM-689-P21	RM	1
AH-573-P19	DRT	1
AH-613-I20	TerY	1
AH-613-I20	Mza	1
AH-613-L23	RM	1
AM-184-E15	dXTPase	1
AM-229-D09	Pycsar	1
AH-302-I23	RM	1
AH-470-K05	RM	1
AM-208-K18	dXTPase	1
AH-307-O15	Mza	1
AH-613-K09	Druantia	1
AM-201-A04	DRT	1
AH-613-I03	DRT	1
AH-470-K07	RM	2
AH-470-K07	Mza	2
AH-473-F18	RM	1
AH-473-D18	Pycsar	1
AH-473-D15	dXTPase	1
AH-613-E07	dXTPase	1
AH-562-K18	RM	1
AH-470-P15	RM	1
AH-470-B06	RM	1
AH-302-M20	RM	2
AH-302-M20	dXTPase	1
AM-243-P10	dXTPase	1
AH-573-A21	RM	1
AH-573-A21	dXTPase	1
AM-262-G07	RM	1
AM-201-P03	RM	2
AM-390-F18	AbiE	1
AH-573-A05	dXTPase	1
AH-573-F22	RM	1
AH-611-A17	Septu	1
AH-573-P08	PbeABCD	1
AH-611-I09	RM	2
AM-255-N10	RM	1
AM-280-G02	RM	1
AM-286-I13	RM	1
AM-257-L08	RM	1
AM-257-L08	Pycsar	1
AH-611-J14	Her	1
AM-286-F11	RM	1
AH-611-P16	Mza	1
AM-158-L08	dXTPase	1
AM-286-G09	dXTPase	1
AM-201-L13	Pycsar	1
AM-210-D03	Mza	1
AM-216-P20	dXTPase	1
AM-390-E04	dXTPase	1
AM-187-G05	TerY	1
AM-229-M13	RM	1
AH-305-N21	dXTPase	1
AH-562-J07	Pycsar	1
AM-229-F13	Pycsar	1
AM-184-O15	dXTPase	1
AM-187-M13	RM	2
AM-235-E13	RM	1
AM-235-E13	dXTPase	1
AM-243-A10	Cas	1
AM-247-I04	RM	1
AM-235-A09	RM	1
AM-235-J14	Pycsar	1
AM-225-C19	Hma	1
AH-562-E22	dXTPase	1
AH-562-E22	RM	1
AH-613-F14	RM	1
AM-255-C19	RM	1
AM-257-E08	dXTPase	1
AM-257-E19	RM	1
AM-210-K19	dXTPase	1
AM-229-C11	Cas	1
AM-286-G05	Mza	1
AM-262-F15	dXTPase	1
AM-262-F15	RM	1
AM-264-A13	RM	1
AM-276-J16	RM	1
AM-280-G10	PbeABCD	1
AM-229-M09	Pycsar	1
AM-247-C14	dXTPase	1
AM-257-N02	Mza	1
AM-257-N02	RM	1
AM-262-B20	dXTPase	1
AM-276-N16	AbiE	1
AH-470-A13	Druantia	1
AM-334-L02	Pycsar	1
AM-332-L17	dXTPase	1
AM-255-L05	Mza	1
AM-262-B17	dXTPase	1
AM-276-N14	Druantia	1
AM-284-L10	PbeABCD	1
AH-309-G18	Cas	1
AM-390-E03	Gabija	1
AH-305-J04	Druantia	1
AM-262-B22	dXTPase	1
AM-262-K20	RM	1
AM-284-I14	PbeABCD	1
AM-255-L08	TerY	1
AM-262-F08	PbeABCD	1
AM-262-F09	dXTPase	1
AM-334-P06	RM	1
AM-206-D20	RM	1
AM-284-I13	RM	1
AM-284-O15	RM	1
AM-388-J13	RM	1
AM-388-J13	Pif	1
AM-390-E06	AbiE	2
AH-302-G21	RM	1
AM-388-J10	AbiE	1
AM-388-J10	Her	1
AM-388-J10	AbiL	1
AM-332-L20	dXTPase	1
AG-538-N14	dXTPase	1
AH-470-G15	RM	1
AH-611-N23	RM	1
AM-243-E11	TerY	1
AM-243-O11	RM	1
AM-247-N21	dXTPase	1
AG-538-O19	Mza	1
AH-573-O11	RM	1
AH-613-J19	AbiE	1
AM-164-M06	dXTPase	1
AM-181-L19	AbiE	1
AM-243-O16	RM	1
AM-243-O16	dXTPase	1
AH-305-I13	Mza	1
AM-390-I18	AbiE	1
AM-390-I18	dXTPase	1
AH-307-L16	PbeABCD	1
AH-309-I14	RM	1
AH-573-D03	dXTPase	1
AM-255-P02	RM	1
AH-562-D04	TerY	1
AH-573-G21	RM	1
AH-611-N15	RM	1
AM-187-J07	dXTPase	1
AM-187-J07	RM	1
AH-573-O15	RM	1
AH-613-K20	RM	1
AM-161-G09	AbiE	1
AM-161-G09	Mza	1
AH-562-A08	Mza	1
AM-225-G06	Pycsar	1
AM-184-A19	RM	1
AM-201-C17	dXTPase	1
AM-161-K23	dXTPase	1
AM-164-M04	Cas	1
AM-201-J21	RM	1
AM-201-O15	dXTPase	1
AM-181-E22	DRT	1
AM-201-F04	RM	1
AM-208-L16	Hma	1
AM-235-D14	RM	1
AM-249-C16	dXTPase	1
AM-249-C16	RM	2
AM-201-F11	RM	1
AM-388-I16	AbiE	1
AM-225-A10	TerY	2
AM-332-E05	dXTPase	1
AM-390-N15	AbiE	1
AM-276-M11	RM	1
AM-262-C20	dXTPase	1
AM-257-J03	RM	1
AM-187-P01	RM	1
AM-210-E05	dXTPase	1
AM-249-G20	Hma	1
AM-255-F16	dXTPase	1
AM-255-F18	dXTPase	1
AM-216-L17	PbeABCD	1
AM-216-F17	Mza	1
AM-225-B16	Druantia	1
AM-257-E14	dXTPase	1
AM-229-B04	RM	1
AM-229-B04	Druantia	1
AM-243-O10	Pycsar	1
AM-247-K11	RM	1
AM-280-M05	dXTPase	1
AM-243-E07	RM	1
AM-284-A22	dXTPase	1
AH-302-K17	RM	1
AM-262-O15	Pycsar	1
AM-249-M18	AbiE	1
AM-255-F08	RM	1
AH-302-A07	dXTPase	1
AH-302-A07	RM	1
AM-388-N06	AbiE	1
AM-288-I11	RM	1
AM-288-K21	RM	1
AM-255-B14	dXTPase	1
AM-255-B14	RM	1
AH-470-G07	dXTPase	1
AM-332-M18	RM	1
AM-332-M21	RM	1
AH-309-F09	Mza	1
AH-613-N08	dXTPase	1
AM-284-F08	dXTPase	1
AG-538-N21	RM	1
AM-288-B22	dXTPase	1
AM-288-B22	RM	1
AM-288-G14	dXTPase	1
AM-288-L03	Pycsar	1
AM-184-F22	RM	1
AG-538-K03	RM	1
AH-307-I10	PbeABCD	1
AH-309-F22	Cas	1
AM-216-D02	Pycsar	1
AM-216-C16	RM	1
AM-216-C16	dXTPase	2
AM-225-P17	dXTPase	1
AH-611-M06	DRT	1
AH-611-M06	Zorya	1
AM-388-I22	Cas	1
AM-388-I22	AbiE	1
AH-307-C17	RM	1
AM-388-D08	AbiE	2
AH-573-A13	pAgo	1
AM-390-J13	AbiE	1
AM-235-C05	dXTPase	1
AM-249-L18	Mza	1
AM-247-N16	Zorya	1
AM-257-A17	RM	1
AH-470-G04	RM	1
AH-305-D06	RM	1
AM-390-M20	dXTPase	1
AH-309-O05	RM	1
AH-309-O05	dXTPase	1
AM-161-N06	RM	1
AM-264-C11	RM	1
AM-388-I18	dXTPase	1
AH-470-L04	RM	1
AH-473-O08	RM	1
AM-243-F17	DRT	1
AM-243-F17	Mza	1
AM-161-N04	AbiE	1
AM-164-B22	dXTPase	1
AH-307-C18	dXTPase	1
AH-562-K07	dXTPase	1
AH-309-O07	RM	1
AH-470-G05	dXTPase	1
AH-562-A15	RM	1
AH-473-N15	RM	1
AM-276-D05	RM	1
AM-284-I18	RM	1
AM-286-K02	dXTPase	1
AM-164-P04	RM	1
AM-201-A14	RM	1
AM-210-M19	RM	1
AM-225-J11	Dnd	1
AM-184-A06	RM	1
AM-243-L16	RM	1
AM-216-C23	dXTPase	1
AM-235-M03	Viperin	1
AM-243-M14	Pycsar	1
AM-184-L07	RM	2
AM-201-A23	RM	1
AM-164-L14	RM	1
AM-164-L14	dXTPase	1
AM-276-J17	AbiL	1
AM-276-J17	Her	1
AM-181-M10	RM	1
AM-257-B04	Viperin	1
AM-257-B04	RM	1
AM-206-A19	dXTPase	1
AM-243-E15	Druantia	1
AM-208-L03	RM	1
AM-201-L20	dXTPase	1
AM-216-N22	dXTPase	1
AM-288-K07	dXTPase	1
AM-332-J23	Pycsar	1
AM-334-I17	Pycsar	1
AM-249-I05	RM	1
AM-249-I05	dXTPase	1
AM-208-A01	dXTPase	1
AM-216-M19	DRT	1
AM-334-E06	Mza	1
AM-210-A17	Mza	1
AM-210-A17	dXTPase	1
AM-229-K09	Pycsar	1
AM-210-O08	AbiE	1
AM-225-A19	RM	1
AM-249-C19	dXTPase	1
AM-243-A23	dXTPase	1
AM-243-E21	Pycsar	1
AM-284-C03	dXTPase	1
AM-235-F22	RM	1
AM-390-O08	dXTPase	1
AH-305-P02	RM	1
AM-276-B07	AbiE	1
AM-288-O05	Pycsar	1
AM-225-K11	RM	1
AM-247-P01	Pycsar	1
AM-264-D02	RM	1
AH-305-J18	dXTPase	1
AH-307-K21	PbeABCD	1
AM-225-A23	dXTPase	1
AM-247-G05	dXTPase	1
AH-573-F17	dXTPase	1
AM-255-J03	RM	1
AM-262-N09	Pycsar	1
AM-280-K14	Dpd	1
AM-332-C10	RM	1
AH-573-L07	Cas	1
AH-573-P18	RM	1
AM-262-N22	dXTPase	1
AM-276-J13	RM	1
AM-276-J13	dXTPase	1
AM-257-O06	dXTPase	1
AM-257-O06	RM	1
AM-158-L11	RM	1
AM-390-G13	Viperin	1
AM-388-N11	Pycsar	1
AM-288-D03	dXTPase	1
AM-388-E21	dXTPase	1
AM-388-J04	AbiE	1
AM-388-J07	GAO_29	1
AM-388-J07	Zorya	1
AM-276-N05	Pycsar	1
AM-280-J20	Zorya	1
AH-473-A15	RM	1
AM-288-O02	RM	1
AM-284-C04	PbeABCD	1
AH-473-N09	RM	1
AH-473-N09	dXTPase	1
AH-562-K21	RM	1
AH-562-L03	dXTPase	1
AH-562-L03	RM	1
AM-334-M07	RM	1
AM-334-M07	dXTPase	1
AM-390-A09	PbeABCD	1
AM-390-A09	Mza	1
AM-332-N03	RM	1
AM-388-A15	AbiE	2
AG-538-L06	RM	1
AH-613-F07	RM	1
AM-284-C08	DRT	1
AM-284-C08	PbeABCD	1
AM-332-F13	dXTPase	1
AM-286-O17	dXTPase	1
AM-332-C03	dXTPase	1
AM-332-C03	RM	1
AM-334-I18	Pycsar	1
AH-309-C07	RM	1
AM-216-K19	RM	1
AM-235-E09	RM	1
AM-235-J05	Mza	1
AM-235-J05	DRT	1
AM-390-L04	AbiE	1
AH-302-I04	RM	1
AH-613-F09	dXTPase	1
AH-562-F22	DRT	2
AH-302-K13	RM	1
AH-302-K13	dXTPase	1
AH-470-P23	RM	1
AH-562-L06	RM	1
AH-611-I17	dXTPase	1
AH-573-K03	RM	1
AH-470-O02	dXTPase	1
AM-280-C02	dXTPase	1
AM-280-G03	Cas	1
AM-181-M17	RM	1
AM-201-L04	RM	1
AM-158-P11	Cas	1
AM-235-I20	PbeABCD	1
AM-249-A01	dXTPase	1
AM-184-B06	RM	1
AM-184-K18	RM	1
AM-184-K18	dXTPase	1
AM-332-I04	RM	1
AM-388-O04	AbiE	1
AM-332-K20	RM	1
AM-332-K20	Wadjet	1
AM-390-A10	AbiE	1
AM-390-A10	PbeABCD	1
AH-309-L04	dXTPase	1
AH-309-L04	Pycsar	1
AM-332-P08	Dpd	1
AM-247-O11	RM	1
AM-284-M03	Pycsar	1
AM-288-L16	TerY	1
AH-305-O15	RM	1
AM-288-I16	RM	1
AM-288-I16	Pycsar	1
AM-334-D07	Pycsar	1
AM-286-E13	dXTPase	1
AM-332-P03	dXTPase	1
AM-332-F16	RM	1
AM-187-O02	RM	1
AM-187-O02	dXTPase	1
AH-302-G07	PbeABCD	1
AM-388-C10	AbiE	1
AM-181-D13	GAO_29	1
AM-334-M04	DRT	1
AH-470-E13	dXTPase	1
AH-305-A04	dXTPase	2
AG-538-M02	Zorya	1
AH-573-J04	dXTPase	1
AH-613-I10	RM	1
AH-302-P08	RM	1
AH-562-A22	dXTPase	1
AH-470-F08	dXTPase	1
AH-470-N10	dXTPase	1
AM-247-J07	RM	1
AM-247-J07	dXTPase	1
AM-243-G04	RM	1
AM-390-A08	Gabija	1
AM-390-A08	AbiE	1
AH-562-A18	PbeABCD	1
AM-164-N21	dXTPase	1
AM-181-D14	AbiE	1
AM-184-A02	dXTPase	1
AH-613-I09	dXTPase	1
AH-613-I09	RM	1
AM-158-N08	Druantia	1
AM-164-A08	dXTPase	1
AH-307-L08	Mza	1
AM-288-A03	TerY	1
AM-210-E16	Pycsar	1
AM-181-P16	RM	1
AM-390-C11	Viperin	1
AM-164-A09	dXTPase	1
AM-262-I06	dXTPase	1
AM-276-L16	Zorya	1
AM-280-N10	RM	1
AM-210-E10	RM	1
AM-235-L22	PbeABCD	1
AM-184-M03	Mza	1
AM-388-E06	AbiE	1
AM-181-D11	RM	1
AM-184-L16	Zorya	1
AM-161-D03	PbeABCD	1
AM-225-L14	dXTPase	1
AM-225-L14	RM	1
AM-259-G20	dXTPase	1
AM-284-N10	Druantia	1
AM-286-C14	PbeABCD	1
AM-288-K18	dXTPase	1
AM-187-M11	PbeABCD	1
AM-206-B14	dXTPase	1
AM-206-C05	Druantia	1
AM-257-F03	dXTPase	1
AM-187-N14	PbeABCD	1
AM-206-N17	RM	1
AM-262-C16	Pycsar	1
AH-305-B03	dXTPase	1
AM-187-N05	Dpd	1
AM-280-I21	Mza	1
AM-276-G05	RM	1
AM-388-E09	AbiE	2
AM-181-O15	dXTPase	1
AM-181-O15	AbiE	1
AM-247-B07	DRT	2
AM-247-O05	Cas	1
AM-288-F06	RM	1
AM-332-B02	dXTPase	1
AM-249-J23	RM	1
AM-235-P11	dXTPase	1
AM-255-B04	Mza	1
AM-262-I09	RM	1
AM-201-G16	RM	1
AH-305-O22	RM	1
AH-470-A03	RM	1
AM-262-J07	dXTPase	1
AM-264-G13	dXTPase	1
AH-470-I07	dXTPase	1
AM-164-G22	dXTPase	1
AM-280-A17	RM	1
AM-286-M09	dXTPase	1
AM-286-M09	RM	1
AM-334-O04	RM	1
AH-305-L16	dXTPase	1
AM-286-D14	Pycsar	2
AM-235-N11	RM	1
AM-257-B02	dXTPase	1
AM-332-F11	RM	2
AH-473-B22	dXTPase	1
AG-538-L11	RM	1
AM-334-J11	RM	1
AM-332-A13	Pycsar	1
AM-284-E04	RM	1
AH-573-J09	RM	1
AM-390-C13	Zorya	1
AM-390-M07	AbiE	1
AM-288-P17	RM	1
AH-307-O21	Druantia	1
AH-562-K08	RM	1
AM-206-G18	dXTPase	1
AM-164-B21	RM	1
AM-229-D08	Viperin	1
AM-164-I03	RM	2
AM-181-A10	dXTPase	1
AH-573-O17	dXTPase	1
AM-388-L05	AbiE	1
AM-388-L05	dXTPase	1
AH-573-A08	RM	1
AH-611-J16	dXTPase	1
AM-201-D14	RM	2
AM-208-B20	RM	1
AM-208-J07	RM	1
AM-257-A22	RM	1
AM-210-M13	dXTPase	1
AM-247-N13	RM	1
AH-302-L19	RM	1
AH-309-E08	RM	2
AH-470-J13	dXTPase	1
AH-470-I22	dXTPase	1
AM-255-L21	dXTPase	1
AH-611-M19	PrrC	1
AH-611-M19	Zorya	1
AM-187-G03	Zorya	1
AM-206-K18	RM	1
AM-208-J20	dXTPase	1
AM-208-J20	RM	1
AM-288-I22	RM	1
AH-562-A20	dXTPase	1
AH-611-O06	Pycsar	1
AH-611-N03	Pycsar	1
AH-611-N03	RM	2
AM-206-J15	dXTPase	1
AM-262-M11	Pycsar	1
AM-216-C21	RM	1
AM-284-E05	AbiE	1
AM-390-D17	PbeABCD	1
AH-470-O15	dXTPase	1
AM-229-N06	dXTPase	1
AM-255-G08	Cas	1
AM-201-O05	Mza	1
AM-225-E20	RM	1
AM-249-D06	RM	1
AM-249-D14	RM	1
AM-216-D20	RM	1
AM-388-F07	Druantia	1
AM-259-K07	AbiE	1
AM-334-P02	RM	1
AM-262-M18	Pycsar	1
AM-262-O05	dXTPase	1
AM-255-L22	dXTPase	1
AM-257-M17	dXTPase	1
AM-334-A01	dXTPase	1
AM-243-P16	DRT	1
AM-243-P16	RM	1
AM-259-D17	RM	2
AM-264-P08	dXTPase	1
AM-255-F05	RM	2
AM-255-F05	Pycsar	1
AM-257-B19	RM	1
AM-332-A16	dXTPase	1
AM-184-G14	dXTPase	1
AH-305-I08	RM	1
AH-305-O09	RM	1
AM-284-E07	RM	1
AM-334-E21	RM	1
AM-334-E21	dXTPase	1
AM-334-O18	dXTPase	1
AM-390-D18	AbiE	1
AM-388-L10	Cas	1
AM-388-L13	Zorya	1
AH-562-K23	PbeABCD	1
AM-286-P03	RM	1
AM-286-P03	dXTPase	1
AH-562-B05	dXTPase	1
AH-613-K21	RM	1
AH-613-L16	DRT	1
AM-276-F13	GAO_29	1
AM-332-K08	dXTPase	1
AG-538-O05	RM	1
AG-538-M11	dXTPase	1
AM-388-P19	AbiE	1
AG-538-O07	dXTPase	1
AM-229-P19	Pycsar	1
AM-288-E03	RM	1
AM-334-O11	RM	1
AM-334-O11	dXTPase	1
AG-538-M14	PbeABCD	1
AH-562-G22	RM	1
AM-284-P08	RM	1
AM-158-L16	dXTPase	1
AH-305-E16	Zorya	1
AH-305-E16	RM	1
AH-473-E11	RM	1
AH-473-E11	dXTPase	1
AH-562-I14	Pycsar	1
AH-573-N21	dXTPase	1
AM-334-E04	RM	1
AH-309-D05	RM	1
AM-286-D03	Pycsar	1
AM-284-M18	PbeABCD	1
AM-284-A20	PbeABCD	1
AM-334-C02	RM	1
AM-334-L13	RM	1
AH-613-L15	RM	1
AH-613-L15	dXTPase	1
AM-187-L14	dXTPase	1
AM-201-B10	RM	1
AH-611-N17	Mza	1
AM-216-L05	dXTPase	1
AM-243-B14	Pycsar	1
AM-164-L21	RM	1
AM-206-E22	dXTPase	1
AM-390-J10	AbiE	1
AM-390-J10	dXTPase	1
AM-184-G13	RM	1
AM-184-G13	dXTPase	1
AM-208-B10	dXTPase	1
AM-161-C06	RM	1
AM-161-C06	dXTPase	1
AM-255-O05	dXTPase	1
AM-164-M10	Mza	1
AM-164-M10	Druantia	1
AM-184-G17	RM	1
AM-210-B05	RM	1
AM-187-C22	RM	1
AM-390-C16	RM	1
AM-390-I07	dXTPase	1
AH-470-D03	RM	1
AM-187-C13	dXTPase	1
AM-187-C13	RM	1
AM-187-C17	dXTPase	1
AM-201-I21	Mza	1
AM-208-K03	Mza	1
AH-573-N23	RM	1
AH-473-I07	RM	1
AM-262-A05	RM	1
AM-276-G17	PbeABCD	2
AM-288-O14	dXTPase	1
AM-332-A11	RM	1
AM-332-A11	dXTPase	1
AM-332-F20	dXTPase	1
AM-235-L07	Mza	1
AM-225-I08	Pycsar	1
AM-255-N16	RM	1
AM-334-B21	dXTPase	1
AM-390-O21	Mza	1
AM-332-G04	Mza	1
AM-249-K17	DRT	1
AM-249-K17	RM	1
AM-259-B04	Viperin	1
AM-264-E23	dXTPase	1
AM-201-M13	RM	1
AM-208-B14	Zorya	1
AM-255-O03	DRT	1
AM-235-L04	DRT	1
AM-216-E02	Pycsar	1
AM-255-C10	dXTPase	1
AM-255-I22	RM	1
AM-259-O20	Mza	1
AM-243-P07	dXTPase	1
AM-255-O04	Druantia	1
AM-388-D15	Mza	1
AM-286-I19	RM	1
AM-286-N04	Dnd	1
AM-286-N23	Pycsar	1
AM-249-E07	RM	1
AH-611-C18	RM	1
AH-613-N13	dXTPase	1
AM-247-F03	dXTPase	1
AM-388-P02	AbiE	1
AH-573-O02	RM	1
AM-388-J22	Mza	1
AM-332-F18	dXTPase	1
AH-611-O23	Zorya	1
AM-332-M04	RM	1
AM-388-K02	dXTPase	1
AM-388-K02	AbiE	1
AM-286-I21	Pycsar	1
AM-288-C23	Pycsar	1
AM-390-O03	Mza	2
AH-305-D04	dXTPase	1
AH-573-N04	RM	1
AM-210-M05	RM	1
AM-216-K14	RM	1
AM-235-O04	dXTPase	1
AM-286-I18	Pycsar	1
AM-164-K13	RM	1
AM-229-A18	Pycsar	1
AM-284-M19	dXTPase	1
AM-284-M19	Hma	1
AM-388-D10	dXTPase	1
AM-388-D13	Hma	1
AH-470-O11	Hma	1
AH-573-M19	RM	1
AM-334-M17	RM	2
AM-262-D04	dXTPase	1
AM-262-D04	Mza	1
AM-262-D04	RM	1
AM-208-O17	RM	1
AH-470-L13	Pycsar	1
AH-611-O07	Zorya	1
AH-611-O07	AbiE	1
AH-613-F05	dXTPase	1
AM-229-J07	PbeABCD	1
AM-235-B11	dXTPase	1
AM-216-K02	DRT	1
AM-161-O19	RM	1
AM-184-N10	Mza	1
AM-249-K07	PbeABCD	1
AM-284-C05	PbeABCD	1
AM-229-A04	Pycsar	1
AM-247-M03	RM	1
AM-164-P17	Mza	2
AM-181-G07	dXTPase	1
AM-187-I03	dXTPase	1
AM-201-A10	dXTPase	1
AM-225-L02	RM	1
AG-538-L21	dXTPase	1
AH-302-J11	DRT	1
AM-243-D20	RM	1
AM-201-J11	dXTPase	1
AH-305-F04	RM	1
AM-216-K23	Viperin	1
AM-257-M05	dXTPase	1
AM-257-M05	RM	1
AM-225-A04	Hma	1
AM-225-J02	dXTPase	1
AM-161-G17	DRT	1
AM-390-N16	dXTPase	1
AM-187-K11	dXTPase	1
AM-390-N17	Zorya	1
AH-302-P11	dXTPase	1
AH-302-A17	Druantia	1
AM-210-E04	Cas	2
AM-210-E04	AbiE	1
AM-210-E02	Cas	1
AM-229-G10	RM	1
AM-235-C06	Mza	1
AM-286-A11	Pycsar	1
AM-187-E09	Dnd	1
AM-225-C22	RM	1
AM-262-G03	RM	1
AH-562-L17	RM	1
AH-613-E20	dXTPase	1
AH-613-E20	Mza	1
AM-264-M02	RM	1
AM-184-P13	RM	1
AM-201-E20	dXTPase	1
AM-243-L09	RM	1
AM-235-G16	Pycsar	1
AM-235-G16	TerY	1
AM-284-C11	RM	1
AM-210-M15	Druantia	1
AM-210-M15	CBASS	1
AM-249-B06	Mza	1
AM-257-A19	Pycsar	1
AM-225-P15	RM	1
AM-229-A10	Pycsar	1
AM-255-B11	dXTPase	1
AM-243-A16	RM	1
AM-243-A16	dXTPase	1
AM-243-F14	RM	1
AM-243-L14	dXTPase	1
AM-243-L14	RM	1
AM-262-G05	dXTPase	1
AM-284-I03	RM	1
AM-286-N05	PbeABCD	1
AM-334-I03	Pycsar	1
AM-334-L20	dXTPase	1
AM-280-N09	RM	1
AM-249-F23	Mza	1
AM-280-C14	RM	1
AM-280-C14	dXTPase	1
AM-158-I13	dXTPase	1
AM-257-F20	Cas	1
AM-262-M05	dXTPase	1
AM-390-J15	Druantia	1
AM-390-J15	dXTPase	1
AH-302-D08	RM	1
AM-390-J22	dXTPase	1
AM-286-A09	RM	2
AM-286-J18	Pycsar	1
AM-259-A18	RM	1
AM-262-N13	Druantia	1
AH-309-L06	dXTPase	1
AH-470-D09	dXTPase	1
AM-334-D05	PbeABCD	1
AM-334-D05	Dnd	1
AM-216-A17	dXTPase	1
AM-249-J02	RM	1
AM-288-M07	RM	1
AM-334-J04	Pycsar	1
AM-187-F18	Pycsar	1
AM-264-C13	dXTPase	1
AM-255-E09	dXTPase	1
AM-286-M02	Mza	1
AM-332-P04	RM	1
AM-332-P04	dXTPase	1
AM-390-A23	AbiE	1
AM-262-G17	Pycsar	1
AM-181-A19	dXTPase	1
AM-187-B13	PbeABCD	1
AM-187-E15	dXTPase	1
AM-206-L18	dXTPase	1
AM-235-A06	dXTPase	1
AM-257-C06	dXTPase	1
AM-332-N23	dXTPase	1
AM-210-B15	RM	1
AM-390-E22	Mza	1
AM-280-L20	RM	1
AH-611-K11	Her	1
AM-164-C21	dXTPase	1
AM-164-C21	RM	1
AM-388-N16	AbiE	1
AM-388-N16	Zorya	1
AM-390-B04	DRT	1
AH-309-O18	dXTPase	1
AH-473-J23	dXTPase	1
AH-562-N11	dXTPase	1
AM-201-J09	RM	1
AM-208-G19	RM	1
AM-208-I11	dXTPase	1
AM-284-J20	dXTPase	1
AM-284-L21	RM	1
AM-161-A05	AbiE	1
AH-611-A20	dXTPase	1
AH-562-M22	RM	1
AM-216-N04	dXTPase	1
AH-613-J20	RM	1
AH-562-L13	dXTPase	1
AH-562-L13	RM	1
AM-276-K19	RM	1
AM-276-K19	Pycsar	1
AM-276-K23	Hma	1
AM-229-C20	RM	1
AM-235-J23	Pycsar	1
AM-332-C11	Pycsar	1
AM-201-I18	RM	1
AM-249-A09	Zorya	1
AM-249-A09	Wadjet	1
AM-255-O11	RM	2
AH-470-P19	RM	1
AH-562-M08	RM	1
AM-216-A19	Pycsar	1
AM-286-M04	RM	1
AM-259-L05	RM	1
AM-334-D04	RM	1
AM-390-E14	RM	1
AG-538-N13	RM	1
AM-264-F18	dXTPase	1
AH-307-I06	RM	1
AH-302-K03	Hma	1
AM-284-A07	RM	1
AM-161-P21	Thoeris	1
AM-216-N05	dXTPase	1
AM-332-C14	dXTPase	1
AH-613-J09	dXTPase	1
AH-613-J09	RM	1
AM-276-F09	dXTPase	1
AM-286-M14	RM	1
AM-264-D05	Cas	1
AM-184-P01	RM	1
AM-208-F10	RM	1
AM-334-B05	Pycsar	1
AM-334-B05	RM	1
AM-247-G20	RM	1
AH-307-G21	dXTPase	1
AM-259-J05	dXTPase	1
AM-184-I19	Hma	1
AH-613-B21	dXTPase	1
AM-184-I22	Druantia	1
AM-201-D02	RM	1
AM-158-M17	dXTPase	1
AM-158-M17	RM	1
AM-276-D08	PbeABCD	1
AM-276-D08	Pycsar	2
AM-247-J10	RM	1
AM-390-D09	AbiE	1
AM-390-D09	PbeABCD	1
AM-390-D09	Viperin	1
AM-216-B09	RM	2
AM-216-A06	RM	1
AM-332-D02	RM	1
AM-388-I02	AbiE	1
AM-264-F13	RM	3
AH-573-K20	dXTPase	1
